Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
3.807;0;-55.91929;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0
3.821;0;-56.34298;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0
3.836;0;-56.83176;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0
3.871;0;-57.39937;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0
3.885;0;-58.81524;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0
3.898;0;-59.37881;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0
3.909;0;-59.96523;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0
3.922;0;-60.48348;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0
3.935;0;-61.07785;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0
3.948;0;-61.71605;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0
3.961;0;-62.36096;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0
3.974;0;-63.06873;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.7)(0.00, 0.00, 0.00);0
3.986;0;-63.73203;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.7)(0.00, 0.00, 0.00);0
