Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
33.74822;-24.44325;-24.10233;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.77495;-24.70583;-24.34296;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.80236;-24.55771;-24.66139;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.006, 0.984);
33.83244;-24.47095;-24.57014;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.984);
33.86137;-24.23347;-24.20485;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.984);
33.88942;-24.16047;-24.00559;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.984);
33.91924;-24.11905;-23.73177;(0.050, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.984);
33.94519;-14.29587;-18.71951;(0.050, 1.673, 0.509);(-0.042, -0.171, -0.005, 0.984);
33.97361;-14.18778;-18.85295;(0.050, 1.673, 0.510);(-0.042, -0.171, -0.005, 0.984);No pattern saccade;
34.00571;-14.41458;-19.06218;(0.050, 1.673, 0.510);(-0.042, -0.171, -0.005, 0.984);
34.06151;-14.6494;-19.35535;(0.050, 1.673, 0.510);(-0.042, -0.171, -0.005, 0.984);
34.08870;-14.97384;-19.94908;(0.050, 1.673, 0.510);(-0.042, -0.172, -0.005, 0.984);
34.11826;-18.83893;-19.6893;(0.050, 1.673, 0.510);(-0.042, -0.173, -0.005, 0.984);
34.14833;-31.33502;-15.72992;(0.049, 1.673, 0.510);(-0.041, -0.175, -0.005, 0.984);
34.18793;-54.54573;-13.18246;(0.049, 1.673, 0.510);(-0.041, -0.177, -0.005, 0.983);Pattern 1 saccade;
34.22029;-64.56711;-13.62084;(0.048, 1.673, 0.510);(-0.041, -0.182, -0.006, 0.983);Pattern 1 saccade;
34.26034;-72.50617;-15.48481;(0.048, 1.673, 0.510);(-0.040, -0.185, -0.006, 0.982);Pattern 1 saccade;
34.28868;-75.65964;-18.31969;(0.047, 1.673, 0.510);(-0.040, -0.190, -0.006, 0.981);Pattern 1 saccade;
34.31684;-76.20504;-19.8459;(0.046, 1.673, 0.509);(-0.040, -0.192, -0.005, 0.981);
34.34514;-76.77088;-20.58146;(0.046, 1.673, 0.509);(-0.039, -0.193, -0.004, 0.980);
34.37628;-76.61316;-21.44108;(0.045, 1.673, 0.509);(-0.039, -0.194, -0.004, 0.980);
34.40534;-76.65547;-22.00206;(0.045, 1.673, 0.509);(-0.039, -0.193, -0.003, 0.980);
34.43475;-76.6637;-22.21598;(0.045, 1.673, 0.509);(-0.039, -0.193, -0.003, 0.980);
34.45977;-76.59422;-22.52293;(0.045, 1.672, 0.509);(-0.038, -0.192, -0.003, 0.981);
34.48994;-76.51311;-22.63376;(0.045, 1.672, 0.509);(-0.038, -0.192, -0.003, 0.981);
34.51736;-76.40881;-22.71965;(0.045, 1.672, 0.509);(-0.038, -0.192, -0.003, 0.981);
34.54898;-75.95712;-22.90244;(0.045, 1.672, 0.509);(-0.038, -0.192, -0.003, 0.981);
34.57503;-75.93137;-22.92425;(0.044, 1.672, 0.509);(-0.038, -0.192, -0.003, 0.981);
34.60293;-75.73159;-22.9873;(0.044, 1.672, 0.509);(-0.038, -0.192, -0.003, 0.981);
34.63271;-75.72631;-22.98227;(0.043, 1.672, 0.509);(-0.037, -0.192, -0.003, 0.981);
34.65958;-76.7292;-23.28399;(0.043, 1.672, 0.509);(-0.037, -0.193, -0.002, 0.981);
34.68760;-85.94134;-21.14291;(0.042, 1.672, 0.509);(-0.037, -0.193, -0.002, 0.980);
34.71888;-88.92368;-19.29264;(0.042, 1.672, 0.509);(-0.037, -0.194, -0.002, 0.980);Pattern 1 saccade;
34.74577;-92.86347;-17.11366;(0.042, 1.672, 0.509);(-0.037, -0.195, -0.002, 0.980);
34.77369;-97.60979;-15.83745;(0.041, 1.672, 0.509);(-0.037, -0.197, -0.002, 0.980);No pattern saccade;
34.80179;-98.70148;-14.95696;(0.041, 1.672, 0.509);(-0.037, -0.198, -0.001, 0.980);Pattern 1 saccade;
34.83172;-102.5897;-14.27323;(0.041, 1.672, 0.509);(-0.037, -0.199, 0.000, 0.979);
34.85981;-103.1591;-14.3183;(0.040, 1.672, 0.509);(-0.037, -0.200, 0.000, 0.979);
34.89132;-102.745;-14.46932;(0.040, 1.672, 0.509);(-0.037, -0.201, 0.000, 0.979);
34.91880;-102.2504;-14.80028;(0.040, 1.672, 0.509);(-0.037, -0.202, 0.001, 0.979);
34.94549;-102.1413;-14.91843;(0.040, 1.672, 0.509);(-0.037, -0.202, 0.001, 0.979);
34.97430;-85.38576;-14.37557;(0.039, 1.672, 0.509);(-0.038, -0.202, 0.001, 0.979);
35.00222;-76.16619;-12.45989;(0.039, 1.672, 0.508);(-0.038, -0.202, 0.002, 0.979);Pattern 1 saccade;
35.04637;-75.03035;-12.25667;(0.039, 1.672, 0.508);(-0.038, -0.202, 0.002, 0.979);Pattern 1 saccade;
35.07386;-75.03036;-12.33923;(0.039, 1.672, 0.508);(-0.039, -0.201, 0.002, 0.979);
35.10698;-75.00394;-12.31651;(0.039, 1.672, 0.508);(-0.039, -0.201, 0.002, 0.979);
35.14478;-75.01818;-12.34371;(0.039, 1.672, 0.508);(-0.039, -0.200, 0.002, 0.979);
35.17588;-74.9947;-12.33759;(0.038, 1.672, 0.508);(-0.038, -0.200, 0.003, 0.979);
35.20523;-74.97288;-12.3431;(0.038, 1.672, 0.508);(-0.037, -0.200, 0.002, 0.979);
35.23269;-74.95615;-12.35285;(0.038, 1.672, 0.508);(-0.037, -0.199, 0.002, 0.979);
35.25968;-74.90804;-12.34856;(0.038, 1.672, 0.508);(-0.037, -0.199, 0.002, 0.979);
35.28813;-74.18157;-13.92813;(0.038, 1.672, 0.508);(-0.037, -0.199, 0.002, 0.979);
35.31898;-73.05452;-30.9723;(0.038, 1.672, 0.508);(-0.037, -0.198, 0.001, 0.980);
35.34756;-69.99467;-42.56463;(0.039, 1.673, 0.508);(-0.038, -0.196, -0.001, 0.980);No pattern saccade;
35.37556;-67.36462;-52.15483;(0.040, 1.673, 0.508);(-0.040, -0.191, -0.004, 0.981);No pattern saccade;
35.40463;-67.60464;-62.15308;(0.040, 1.673, 0.509);(-0.044, -0.185, -0.008, 0.982);No pattern saccade;
35.43192;-65.2087;-65.54618;(0.042, 1.674, 0.509);(-0.048, -0.176, -0.013, 0.983);No pattern saccade;
35.45902;-58.67284;-76.85803;(0.043, 1.674, 0.509);(-0.048, -0.166, -0.017, 0.985);
35.48870;-57.78058;-83.83897;(0.045, 1.675, 0.509);(-0.044, -0.155, -0.021, 0.987);No pattern saccade;
35.52067;-56.31507;-95.27914;(0.047, 1.676, 0.509);(-0.034, -0.142, -0.025, 0.989);No pattern saccade;
35.54634;-55.68434;-108.0611;(0.049, 1.675, 0.509);(-0.020, -0.129, -0.030, 0.991);No pattern saccade;
35.57372;-59.20435;-48.73574;(0.051, 1.675, 0.510);(-0.001, 0.114, 0.033, -0.993);No pattern saccade;
35.60236;-56.56871;-51.31248;(0.053, 1.675, 0.513);(-0.022, 0.100, 0.035, -0.994);No pattern saccade;
35.63111;-52.873;-57.94613;(0.055, 1.673, 0.517);(-0.038, 0.086, 0.037, -0.995);
35.65833;-49.64369;-63.03891;(0.056, 1.671, 0.519);(-0.052, 0.074, 0.039, -0.995);No pattern saccade;
35.68912;-47.20806;-66.61592;(0.059, 1.667, 0.521);(-0.062, 0.061, 0.043, -0.995);No pattern saccade;
35.72142;-44.98244;-70.04268;(0.062, 1.664, 0.523);(-0.071, 0.047, 0.046, -0.995);
35.75986;-43.34187;-71.86924;(0.065, 1.662, 0.526);(-0.080, 0.033, 0.046, -0.995);
35.78863;-30.97605;-118.2489;(0.071, 1.658, 0.529);(-0.095, 0.014, 0.048, -0.994);
35.82067;-38.22749;-122.9099;(0.074, 1.655, 0.532);(-0.104, 0.005, 0.049, -0.993);No pattern saccade;
35.85981;-31.47264;-122.5711;(0.077, 1.651, 0.534);(-0.111, 0.000, 0.050, -0.993);No pattern saccade;
35.89038;-42.75173;-122.6774;(0.082, 1.649, 0.538);(-0.111, -0.003, 0.045, -0.993);Pattern 1 saccade;
35.91915;-43.32621;-123.9776;(0.084, 1.647, 0.539);(-0.102, -0.007, 0.040, -0.994);Pattern 1 saccade;
35.94492;-42.50714;-124.8051;(0.087, 1.646, 0.541);(-0.091, -0.013, 0.040, -0.995);
35.97292;-40.46214;-124.4479;(0.089, 1.645, 0.542);(-0.082, -0.020, 0.041, -0.996);
36.00193;-35.46446;-118.9041;(0.090, 1.644, 0.542);(-0.075, -0.027, 0.042, -0.996);
36.04600;-34.4162;-117.3903;(0.091, 1.644, 0.543);(-0.069, -0.033, 0.043, -0.996);No pattern saccade;
36.07378;-33.65587;-116.1606;(0.093, 1.643, 0.545);(-0.062, -0.038, 0.042, -0.996);
36.10150;-32.3123;-114.7017;(0.094, 1.643, 0.545);(-0.061, -0.040, 0.043, -0.996);
36.13481;-32.23899;-114.5396;(0.095, 1.642, 0.546);(-0.061, -0.039, 0.044, -0.996);
36.15927;-32.51977;-114.4284;(0.096, 1.643, 0.547);(-0.058, -0.038, 0.045, -0.997);
36.18819;-32.81999;-113.8645;(0.096, 1.643, 0.547);(-0.055, -0.037, 0.048, -0.997);
36.21828;-33.38282;-113.0467;(0.096, 1.643, 0.546);(-0.054, -0.036, 0.049, -0.997);
36.24467;-33.92676;-112.727;(0.097, 1.643, 0.546);(-0.053, -0.034, 0.050, -0.997);
36.27396;-34.45222;-112.6355;(0.097, 1.644, 0.545);(-0.053, -0.033, 0.052, -0.997);
36.30204;-34.88524;-112.49;(0.097, 1.644, 0.545);(-0.052, -0.033, 0.054, -0.997);
36.33031;-35.3107;-112.2558;(0.097, 1.644, 0.544);(-0.052, -0.032, 0.055, -0.997);
36.37041;-35.74387;-112.1552;(0.097, 1.645, 0.544);(-0.052, -0.032, 0.056, -0.997);
36.47618;-36.02645;-112.1226;(0.097, 1.645, 0.543);(-0.051, -0.032, 0.057, -0.997);
36.51628;-36.30665;-111.9149;(0.099, 1.647, 0.542);(-0.044, -0.035, 0.062, -0.996);
36.54991;-36.62368;-110.4838;(0.100, 1.648, 0.542);(-0.040, -0.036, 0.066, -0.996);
36.57394;-37.21848;-109.3699;(0.101, 1.648, 0.542);(-0.037, -0.036, 0.068, -0.996);
36.60156;-37.71378;-108.6446;(0.102, 1.649, 0.541);(-0.034, -0.036, 0.071, -0.996);
36.63184;-38.22583;-107.9302;(0.104, 1.649, 0.541);(-0.030, -0.037, 0.074, -0.996);
36.65990;-38.65662;-106.9329;(0.105, 1.649, 0.540);(-0.024, -0.038, 0.077, -0.996);
36.68781;-39.04576;-105.7609;(0.106, 1.650, 0.540);(-0.020, -0.039, 0.081, -0.996);
36.71756;-39.43334;-104.715;(0.108, 1.650, 0.539);(-0.015, -0.040, 0.083, -0.996);
36.74607;-39.67559;-103.708;(0.110, 1.651, 0.538);(-0.011, -0.040, 0.085, -0.996);
36.77369;-39.79984;-102.8421;(0.112, 1.651, 0.538);(-0.009, -0.041, 0.086, -0.995);
36.80253;-39.81413;-102.1476;(0.113, 1.652, 0.537);(-0.008, -0.042, 0.087, -0.995);
36.83138;-39.73204;-101.9447;(0.115, 1.652, 0.536);(-0.008, -0.043, 0.086, -0.995);
36.85878;-39.48661;-102.0133;(0.116, 1.652, 0.536);(-0.009, -0.043, 0.085, -0.995);
36.88833;-39.20527;-102.3657;(0.117, 1.652, 0.536);(-0.010, -0.042, 0.083, -0.996);
36.91699;-39.02349;-102.8941;(0.117, 1.652, 0.536);(-0.011, -0.041, 0.081, -0.996);
36.94520;-38.85033;-103.1667;(0.117, 1.651, 0.536);(-0.012, -0.039, 0.079, -0.996);
36.97318;-38.72512;-103.5711;(0.116, 1.651, 0.536);(-0.015, -0.035, 0.075, -0.996);
37.00167;-38.72826;-104.3398;(0.114, 1.650, 0.536);(-0.019, -0.030, 0.071, -0.997);
37.04527;-38.82428;-105.3476;(0.112, 1.650, 0.536);(-0.023, -0.024, 0.067, -0.997);
37.07493;-38.89019;-106.3191;(0.109, 1.648, 0.536);(-0.028, -0.016, 0.060, -0.998);
37.10290;-39.06838;-107.7833;(0.106, 1.648, 0.535);(-0.031, -0.009, 0.055, -0.998);
37.13157;-39.17098;-108.6441;(0.103, 1.647, 0.535);(-0.031, -0.003, 0.051, -0.998);
37.15923;-39.1349;-109.1092;(0.100, 1.646, 0.534);(-0.030, 0.002, 0.046, -0.998);
37.18826;-39.18842;-109.1908;(0.098, 1.645, 0.534);(-0.030, 0.008, 0.044, -0.999);
37.21794;-39.45222;-109.2464;(0.093, 1.643, 0.533);(-0.028, 0.011, 0.042, -0.999);
37.24504;-39.51922;-108.9789;(0.090, 1.641, 0.533);(-0.024, 0.011, 0.041, -0.999);
37.27388;-39.32468;-108.3217;(0.087, 1.641, 0.532);(-0.019, 0.010, 0.041, -0.999);
37.30199;-38.99813;-107.3562;(0.085, 1.640, 0.531);(-0.011, 0.007, 0.041, -0.999);
37.33224;-38.50457;-105.8392;(0.082, 1.640, 0.531);(-0.005, 0.005, 0.041, -0.999);
37.36250;-38.02102;-104.6994;(0.080, 1.639, 0.532);(-0.002, 0.004, 0.039, -0.999);
37.39039;-37.40286;-104.1214;(0.078, 1.639, 0.532);(-0.002, -0.003, -0.037, 0.999);
37.41673;-36.64507;-103.3859;(0.075, 1.638, 0.533);(-0.008, -0.001, -0.036, 0.999);
37.44537;-35.80553;-102.1954;(0.072, 1.637, 0.535);(-0.012, 0.001, -0.033, 0.999);
37.47395;-34.86252;-101.4566;(0.069, 1.637, 0.536);(-0.016, 0.000, -0.028, 0.999);
37.50219;-33.72095;-100.786;(0.066, 1.636, 0.538);(-0.019, -0.001, -0.022, 1.000);
37.53078;-32.76406;-100.5074;(0.062, 1.635, 0.540);(-0.017, -0.004, -0.020, 1.000);
37.56181;-32.7056;-101.0153;(0.059, 1.634, 0.542);(-0.018, -0.004, -0.020, 1.000);
37.58922;-32.59604;-100.6827;(0.055, 1.633, 0.545);(-0.017, -0.002, -0.021, 1.000);
37.61701;-32.49783;-100.4778;(0.052, 1.632, 0.547);(-0.016, -0.002, -0.021, 1.000);
37.64482;-32.45926;-100.5523;(0.047, 1.631, 0.548);(-0.015, -0.002, -0.022, 1.000);
37.67355;-32.78265;-100.8539;(0.043, 1.631, 0.550);(-0.014, -0.003, -0.023, 1.000);
37.70321;-33.15479;-100.9301;(0.039, 1.632, 0.551);(-0.014, -0.005, -0.023, 1.000);
37.73265;-33.30215;-100.7816;(0.035, 1.632, 0.553);(-0.017, -0.006, -0.021, 1.000);
37.75967;-33.07508;-100.2158;(0.032, 1.632, 0.554);(-0.022, -0.006, -0.018, 1.000);
37.78752;-32.47443;-99.26788;(0.028, 1.632, 0.554);(-0.027, -0.006, -0.015, 1.000);
37.81672;-31.65029;-98.45107;(0.025, 1.632, 0.555);(-0.032, -0.006, -0.012, 0.999);
37.84474;-30.91274;-97.34307;(0.022, 1.633, 0.553);(-0.039, -0.007, -0.005, 0.999);
37.87395;-29.72677;-96.29824;(0.019, 1.633, 0.553);(-0.047, -0.012, 0.002, 0.999);
37.90309;-28.95592;-95.19123;(0.015, 1.634, 0.553);(-0.052, -0.016, 0.008, 0.998);
37.93114;-28.49446;-94.50615;(0.011, 1.635, 0.553);(-0.055, -0.017, 0.012, 0.998);
37.95792;-28.01365;-94.01041;(0.007, 1.636, 0.552);(-0.057, -0.016, 0.014, 0.998);
37.98746;-27.41698;-93.67126;(0.003, 1.637, 0.552);(-0.058, -0.014, 0.015, 0.998);
38.01750;-26.71594;-93.44604;(-0.001, 1.638, 0.552);(-0.060, -0.013, 0.018, 0.998);
38.05916;-26.02194;-93.24652;(-0.004, 1.639, 0.551);(-0.063, -0.013, 0.021, 0.998);
38.08717;-25.2164;-92.89055;(-0.010, 1.641, 0.550);(-0.065, -0.012, 0.024, 0.998);
38.11759;-24.86106;-92.42503;(-0.013, 1.641, 0.550);(-0.066, -0.013, 0.024, 0.997);
38.14484;-24.97246;-92.23684;(-0.017, 1.642, 0.549);(-0.067, -0.014, 0.023, 0.997);
38.17340;-25.33332;-92.09216;(-0.019, 1.642, 0.548);(-0.067, -0.016, 0.023, 0.997);
38.20108;-25.63444;-92.03548;(-0.020, 1.642, 0.547);(-0.068, -0.016, 0.023, 0.997);
38.23148;-25.68843;-91.98392;(-0.022, 1.643, 0.547);(-0.068, -0.016, 0.024, 0.997);
38.25984;-25.58206;-91.89909;(-0.022, 1.643, 0.546);(-0.070, -0.015, 0.025, 0.997);
38.28826;-25.26662;-91.61048;(-0.023, 1.644, 0.545);(-0.072, -0.014, 0.026, 0.997);
38.31681;-24.85104;-91.22286;(-0.023, 1.644, 0.543);(-0.075, -0.013, 0.027, 0.997);
38.34563;-24.5551;-90.79068;(-0.023, 1.644, 0.542);(-0.077, -0.013, 0.028, 0.997);
38.37487;-24.36265;-90.33556;(-0.023, 1.644, 0.541);(-0.078, -0.012, 0.028, 0.996);
38.40386;-24.19686;-90.0699;(-0.023, 1.644, 0.541);(-0.079, -0.012, 0.028, 0.996);
38.43117;-24.21467;-89.91889;(-0.022, 1.644, 0.539);(-0.080, -0.012, 0.027, 0.996);
38.45851;-24.29255;-89.78071;(-0.021, 1.644, 0.539);(-0.081, -0.012, 0.027, 0.996);
38.48842;-24.50311;-89.57262;(-0.021, 1.644, 0.538);(-0.082, -0.013, 0.026, 0.996);
38.51828;-24.702;-89.36915;(-0.021, 1.644, 0.538);(-0.083, -0.014, 0.026, 0.996);
38.54552;-24.83642;-89.14545;(-0.021, 1.644, 0.538);(-0.084, -0.015, 0.027, 0.996);
38.59393;-24.91227;-88.84377;(-0.020, 1.644, 0.538);(-0.086, -0.015, 0.027, 0.996);
38.64167;-24.99468;-88.51777;(-0.019, 1.644, 0.538);(-0.087, -0.016, 0.027, 0.996);
38.68300;-25.16398;-88.21423;(-0.018, 1.643, 0.538);(-0.088, -0.016, 0.026, 0.996);
38.71742;-25.34015;-87.98958;(-0.017, 1.643, 0.538);(-0.088, -0.015, 0.025, 0.996);
38.74602;-25.36942;-88.00214;(-0.016, 1.643, 0.538);(-0.088, -0.014, 0.024, 0.996);
38.77602;-25.28616;-87.97011;(-0.015, 1.643, 0.538);(-0.089, -0.013, 0.024, 0.996);
38.80610;-25.24444;-87.79739;(-0.015, 1.643, 0.538);(-0.089, -0.012, 0.023, 0.996);
38.84181;-25.1886;-87.56564;(-0.014, 1.643, 0.538);(-0.090, -0.011, 0.023, 0.996);
38.87451;-25.14124;-87.39441;(-0.014, 1.643, 0.539);(-0.091, -0.011, 0.022, 0.996);
38.90548;-25.15763;-87.26054;(-0.014, 1.643, 0.539);(-0.091, -0.011, 0.021, 0.996);
38.93156;-25.28815;-87.08623;(-0.014, 1.643, 0.539);(-0.091, -0.011, 0.021, 0.996);
38.95885;-25.45513;-87.00858;(-0.014, 1.643, 0.539);(-0.091, -0.012, 0.020, 0.996);
38.98776;-25.65409;-86.99285;(-0.014, 1.643, 0.539);(-0.091, -0.012, 0.019, 0.996);
39.01637;-25.87062;-86.96975;(-0.013, 1.643, 0.539);(-0.091, -0.012, 0.019, 0.996);
